Amount,MCC,Is Fraud?,Hours,Use_Chip_Chip Transaction,Use_Chip_Online Transaction,Use_Chip_Swipe Transaction
92.15,5541,0,11,0,0,1
60.6,7538,0,18,0,0,1
52.19,5310,0,2,1,0,0
26.92,5812,0,21,1,0,0
46.36,5812,0,20,0,0,1
45.81,5411,0,17,1,0,0
1.51,5499,0,11,0,0,1
41.71,5912,0,13,0,0,1
87.98,7538,0,11,0,0,1
70.76,5310,0,14,0,0,1
39.54,5813,0,11,0,0,1
290.76,3771,0,16,0,0,1
15.09,5814,0,19,0,0,1
12.13,5411,0,4,1,0,0
46.87,5812,0,18,0,0,1
30.48,7538,0,7,0,0,1
12.26,5815,0,14,0,1,0
8.43,5311,0,4,0,0,1
80.99,5912,0,11,0,0,1
8.8,5814,0,12,0,0,1
79.3,5912,0,10,0,0,1
34.14,7538,0,17,0,0,1
15.41,5541,0,11,0,0,1
56.0,5499,0,13,0,0,1
-92.0,5541,0,13,0,0,1
9.75,5411,0,10,0,0,1
2.79,4784,0,13,0,1,0
29.82,4784,0,14,0,1,0
33.3,5912,0,10,0,0,1
84.33,5912,0,6,0,0,1
2.04,5814,0,7,0,0,1
22.02,7538,0,9,1,0,0
143.0,4900,0,8,1,0,0
-78.0,5499,0,16,0,0,1
7.41,5942,0,7,0,0,1
41.29,7538,0,16,0,0,1
29.75,4784,0,11,0,1,0
43.72,5812,0,17,1,0,0
34.01,5942,0,21,1,0,0
14.69,7832,0,16,1,0,0
45.01,5499,0,15,0,0,1
20.64,5970,0,10,0,0,1
12.61,5411,0,11,1,0,0
7.03,5411,0,20,0,0,1
256.0,3730,0,2,1,0,0
85.0,5499,0,10,0,0,1
5.15,5499,0,4,0,0,1
90.83,5499,0,14,1,0,0
70.21,5541,0,19,1,0,0
11.51,7832,0,17,0,0,1
16.02,5942,0,6,0,0,1
51.35,5411,0,19,0,0,1
46.2,4121,0,9,1,0,0
238.0,3640,0,17,0,0,1
16.93,5812,0,11,0,0,1
67.8,5912,0,7,0,0,1
4.61,5541,0,9,1,0,0
47.08,5912,0,15,0,0,1
88.0,5541,0,8,0,0,1
78.07,5300,0,14,0,0,1
0.76,5541,0,10,0,0,1
121.88,7538,0,11,1,0,0
7.57,5912,0,7,1,0,0
-338.0,3504,0,5,0,0,1
2.61,5812,0,9,0,0,1
29.19,5661,0,7,0,0,1
1.3,5411,0,8,0,0,1
187.58,4900,0,15,1,0,0
54.5,5812,0,17,0,0,1
54.98,5541,0,14,1,0,0
2.23,5814,0,1,1,0,0
7.88,7538,0,10,0,0,1
16.81,5812,0,10,0,0,1
44.76,4814,0,19,0,1,0
58.0,5541,0,12,0,0,1
33.67,4121,0,16,0,0,1
35.55,5541,0,21,1,0,0
14.46,5942,0,6,0,0,1
64.61,5814,0,18,0,0,1
73.0,5541,0,16,0,0,1
62.09,5812,0,18,0,0,1
71.06,7922,0,14,0,1,0
26.6,5411,0,8,0,0,1
1.79,5499,0,13,0,0,1
53.0,5541,0,8,0,0,1
42.89,5912,0,14,1,0,0
56.55,6300,0,15,0,1,0
39.27,4784,0,5,0,1,0
90.95,5411,0,7,0,0,1
-75.0,5541,0,15,0,0,1
31.91,7349,0,16,0,0,1
64.83,5541,0,13,1,0,0
100.0,4829,0,17,0,0,1
168.63,4814,0,16,0,1,0
100.0,4829,0,14,1,0,0
46.9,5499,0,15,0,0,1
37.32,5912,0,9,0,0,1
35.79,5192,0,23,0,0,1
31.36,5211,0,9,0,0,1
33.44,5411,0,7,1,0,0
160.0,4829,0,8,0,0,1
188.46,4900,0,11,0,0,1
100.0,4829,0,20,1,0,0
53.29,5912,0,13,0,0,1
9.52,5411,0,12,0,0,1
74.85,5732,0,7,0,1,0
13.95,5813,0,22,1,0,0
298.11,4900,0,12,1,0,0
42.19,4121,0,7,0,1,0
77.0,5541,0,11,0,0,1
8.59,5411,0,21,0,0,1
5.08,4784,0,7,0,1,0
425.05,7802,0,21,0,0,1
29.78,5310,0,12,1,0,0
40.24,4784,0,10,0,1,0
10.68,5921,0,17,1,0,0
-99.0,5499,0,7,0,0,1
20.19,5541,0,16,1,0,0
11.36,5912,0,10,1,0,0
84.57,5300,0,9,1,0,0
16.48,5411,0,6,0,0,1
20.35,5411,0,7,0,0,1
77.0,5541,0,14,0,0,1
7.6,5815,0,12,0,1,0
14.74,5812,0,11,0,0,1
61.0,5499,0,18,0,0,1
10.06,5912,0,13,0,0,1
1.64,5812,0,9,0,0,1
28.75,5311,0,15,0,1,0
5.31,5814,0,9,0,0,1
13.31,5411,0,8,0,0,1
242.57,3780,0,0,0,0,1
32.63,4121,0,6,1,0,0
1.95,5812,0,6,1,0,0
34.9,7230,0,11,0,0,1
-70.0,5499,0,13,0,0,1
-78.0,5541,0,11,1,0,0
62.87,5812,0,21,1,0,0
17.51,4214,0,12,0,0,1
42.42,5310,0,12,0,0,1
2.06,5942,0,7,0,0,1
269.92,6300,0,6,1,0,0
59.42,5261,0,12,1,0,0
11.22,5921,0,0,0,0,1
76.0,5499,0,21,1,0,0
38.4,5300,0,8,0,0,1
3.67,4784,0,13,0,1,0
58.42,5310,0,10,0,0,1
1.24,5499,0,6,0,0,1
48.49,5251,0,10,0,0,1
18.03,5541,0,19,1,0,0
128.97,5912,0,8,1,0,0
3.56,5812,0,12,1,0,0
17.78,5912,0,10,1,0,0
143.47,7996,0,13,0,0,1
2.44,5812,0,6,0,0,1
-82.0,5541,0,8,1,0,0
5.48,5814,0,8,0,0,1
60.04,5310,0,16,0,0,1
-83.0,5541,0,6,1,0,0
1.78,5541,0,10,0,0,1
42.76,5411,0,15,0,0,1
3.93,5411,0,7,0,0,1
70.84,5912,0,6,0,0,1
68.95,5812,0,19,0,0,1
38.37,5813,0,23,0,0,1
81.75,5300,0,14,1,0,0
88.0,5499,0,8,0,0,1
3.14,5814,0,9,0,0,1
90.84,7922,0,11,0,1,0
65.71,5541,0,12,0,0,1
50.86,5814,0,19,0,0,1
62.0,5541,0,7,0,0,1
31.75,5499,0,14,0,0,1
238.27,4814,0,6,0,0,1
2.16,5411,0,9,1,0,0
33.45,4121,0,16,0,0,1
7.69,5813,0,3,1,0,0
150.83,5311,0,16,1,0,0
-280.0,3509,0,12,0,0,1
68.31,5942,0,23,1,0,0
2.77,5499,0,12,0,0,1
20.3,7538,0,14,0,0,1
3.88,5411,0,6,0,0,1
3.14,5942,0,8,0,0,1
6.16,5311,0,13,0,1,0
58.34,5814,0,21,0,0,1
55.59,5814,0,17,0,0,1
55.33,4814,0,9,0,1,0
38.02,5411,0,9,0,0,1
71.88,4111,0,7,1,0,0
-70.0,5499,0,5,0,0,1
8.73,5300,0,13,1,0,0
89.48,5541,0,12,1,0,0
16.06,4784,0,6,0,1,0
60.66,5541,0,15,1,0,0
51.59,5912,0,8,1,0,0
54.0,5541,0,7,0,0,1
40.0,4829,0,8,1,0,0
19.13,5411,0,11,0,0,1
3.17,5310,0,21,1,0,0
34.78,5311,0,8,1,0,0
60.0,4829,0,16,0,0,1
92.0,5499,0,12,1,0,0
66.17,4814,0,19,1,0,0
57.8,5813,0,18,0,0,1
62.8,5300,0,15,0,0,1
14.01,5912,0,13,0,0,1
35.75,5310,0,11,1,0,0
1.37,5812,0,10,0,0,1
145.58,5311,0,19,0,0,1
25.81,4121,0,12,0,1,0
1.29,5499,0,13,0,0,1
41.49,7230,0,16,0,0,1
4.07,5411,0,8,0,0,1
79.99,4900,0,23,0,0,1
3.11,5411,0,14,1,0,0
2.76,5300,0,20,1,0,0
9.32,5300,0,13,0,0,1
80.0,4829,0,16,0,0,1
82.0,5311,0,17,0,1,0
31.45,5192,0,5,0,1,0
47.78,5812,0,21,1,0,0
58.0,5541,0,12,1,0,0
5.28,5812,0,13,0,0,1
6.91,5912,0,9,0,0,1
6.41,5912,0,11,1,0,0
-79.0,5499,0,5,0,0,1
29.07,4121,0,13,0,1,0
68.29,4814,0,11,0,0,1
0.61,5499,0,22,0,0,1
0.42,5499,0,10,1,0,0
13.87,5912,0,9,1,0,0
9.19,5411,0,19,0,0,1
19.63,5211,0,12,1,0,0
299.42,3780,0,23,0,0,1
87.1,3730,0,20,0,0,1
12.14,5411,0,21,1,0,0
4.64,5411,0,7,1,0,0
48.86,5912,0,8,1,0,0
40.7,7538,0,11,0,0,1
37.16,5211,0,6,0,0,1
40.1,4121,0,16,0,1,0
100.0,4829,0,19,1,0,0
-80.0,5499,0,14,0,0,1
13.44,4900,0,12,0,1,0
-86.0,5541,0,12,0,0,1
47.16,5621,0,10,0,0,1
15.69,5812,0,19,0,0,1
80.22,5499,0,12,0,0,1
46.05,4784,0,6,0,1,0
15.47,7542,0,16,0,0,1
22.85,5813,0,17,0,0,1
62.62,5300,0,8,0,0,1
-75.0,5499,0,14,0,0,1
60.0,5499,0,9,1,0,0
23.4,5812,0,15,0,0,1
31.46,5813,0,22,0,0,1
10.37,5541,0,18,1,0,0
1.38,5499,0,10,1,0,0
37.32,4784,0,13,0,1,0
2.95,5411,0,9,0,0,1
60.84,5719,0,4,1,0,0
5.29,5411,0,10,0,0,1
-52.0,5499,0,13,0,0,1
19.93,4121,0,10,0,1,0
19.29,5411,0,8,0,0,1
83.52,7801,0,17,0,1,0
-384.0,3684,0,18,0,0,1
43.87,5411,0,16,0,0,1
-65.0,5499,0,17,0,0,1
0.15,5411,0,6,1,0,0
12.48,5912,0,14,0,0,1
8.0,5812,0,0,0,0,1
30.03,4121,0,7,0,1,0
-83.0,5499,0,17,0,0,1
68.4,5812,0,17,0,0,1
31.57,5812,0,0,0,0,1
64.11,5499,0,14,1,0,0
120.0,4829,0,11,0,0,1
45.42,5814,0,20,0,0,1
14.23,5813,0,12,1,0,0
11.05,5912,0,8,1,0,0
22.06,5813,0,12,0,0,1
182.3,3395,0,23,1,0,0
32.82,5300,0,13,1,0,0
11.41,5812,0,19,0,0,1
256.24,4814,0,9,0,1,0
100.86,5311,0,15,0,1,0
9.79,5912,0,15,0,0,1
1.81,4784,0,7,0,1,0
4.33,5812,0,10,0,0,1
45.88,4784,0,8,0,1,0
5.22,7542,0,16,0,0,1
78.34,5499,0,13,0,0,1
135.87,4814,0,16,0,0,1
100.0,4829,0,12,0,0,1
95.95,4900,0,7,0,1,0
77.89,5814,0,19,0,0,1
80.0,4829,0,19,0,0,1
2.42,7230,0,16,0,0,1
45.64,5541,0,15,0,0,1
99.0,5499,0,8,1,0,0
61.96,5812,0,21,0,0,1
30.57,4121,0,13,0,0,1
60.0,4829,0,11,1,0,0
67.99,5311,0,11,0,0,1
-64.0,5499,0,9,0,0,1
-62.0,5541,0,22,0,0,1
7.77,5311,0,14,1,0,0
126.33,5300,0,13,0,0,1
95.0,5541,0,16,0,0,1
36.07,4784,0,14,0,1,0
7.8,4121,0,7,0,1,0
2.17,5411,0,3,0,0,1
78.79,5311,0,17,0,0,1
195.5,5310,0,10,0,0,1
91.61,4900,0,13,0,1,0
64.0,5541,0,14,0,0,1
55.21,5541,0,9,0,0,1
23.12,5541,0,15,0,0,1
60.53,4784,0,4,0,1,0
7.02,5541,0,9,0,0,1
15.36,5541,0,20,0,0,1
1.34,5499,0,9,0,0,1
17.07,5300,0,8,0,0,1
52.01,5411,0,4,1,0,0
44.68,5499,0,12,0,0,1
48.59,5912,0,7,1,0,0
34.42,5300,0,13,0,0,1
15.31,5411,0,11,1,0,0
52.08,5411,0,18,0,0,1
45.87,5300,0,17,1,0,0
18.74,7542,0,19,1,0,0
38.84,5814,0,18,0,0,1
112.88,5311,0,18,0,0,1
75.23,5411,0,23,0,0,1
5.09,5812,0,11,1,0,0
17.29,5411,0,8,0,0,1
38.46,7230,0,11,0,0,1
2.88,5814,0,13,0,0,1
80.49,5912,0,12,0,0,1
92.21,5812,0,20,0,0,1
13.46,5814,0,10,1,0,0
136.0,5300,0,9,0,0,1
28.53,5541,0,21,0,0,1
3.25,5499,0,10,0,0,1
58.2,7538,0,13,0,0,1
2.15,5411,0,7,0,0,1
80.0,4829,0,16,1,0,0
-87.0,5499,0,6,1,0,0
66.48,5661,0,16,0,0,1
18.59,4121,0,14,0,1,0
98.0,5499,0,13,0,0,1
21.09,4121,0,8,0,0,1
10.64,5411,0,10,0,0,1
19.03,5812,0,11,1,0,0
96.0,5541,0,14,0,0,1
66.0,5499,0,13,0,0,1
3.27,5812,0,6,1,0,0
80.0,4829,0,7,0,0,1
33.68,5812,0,20,0,0,1
1.89,5541,0,12,0,0,1
119.02,5912,0,8,1,0,0
168.46,5310,0,22,1,0,0
34.16,5812,0,20,0,0,1
41.75,5942,0,15,1,0,0
2.37,5499,0,8,0,0,1
14.5,5411,0,10,0,0,1
84.55,5499,0,19,1,0,0
313.86,5533,0,11,0,0,1
85.64,5310,0,22,0,0,1
51.7,5812,0,20,0,0,1
-65.0,5499,0,19,0,0,1
73.0,5541,0,11,1,0,0
31.9,5411,0,14,0,0,1
92.0,5499,0,13,0,0,1
28.38,4121,0,10,0,1,0
14.89,4121,0,13,0,1,0
4.14,5499,0,6,1,0,0
17.73,4121,0,12,0,1,0
5.11,5499,0,7,1,0,0
73.6,5311,0,9,1,0,0
68.91,5251,0,16,0,0,1
36.5,5912,0,14,0,0,1
70.54,5541,0,12,0,0,1
20.55,5814,0,11,0,0,1
25.82,4121,0,8,1,0,0
9.38,4214,0,14,0,0,1
58.93,5211,0,15,0,0,1
11.21,5814,0,10,0,0,1
10.02,5541,0,16,0,0,1
80.0,5499,0,8,0,0,1
83.0,5541,0,13,0,0,1
38.39,5411,0,17,0,0,1
3.64,5411,0,11,1,0,0
80.95,5912,0,6,1,0,0
64.21,5211,0,6,0,0,1
11.32,5813,0,20,0,0,1
1.15,5499,0,22,1,0,0
-92.0,5541,0,15,1,0,0
15.23,7542,0,13,0,0,1
0.86,5499,0,8,1,0,0
15.32,7538,0,14,0,0,1
80.0,4829,0,6,0,0,1
54.4,7995,0,12,0,0,1
52.0,5541,0,9,1,0,0
5.83,5812,0,1,0,0,1
11.33,5541,0,16,0,0,1
27.59,4784,0,10,0,1,0
12.76,5812,0,11,0,0,1
3.46,5812,0,12,0,0,1
38.34,4784,0,7,0,1,0
11.27,5814,0,12,0,0,1
143.59,4899,0,13,0,1,0
28.23,5411,0,13,0,0,1
135.12,7995,0,19,0,0,1
26.19,5310,0,12,0,0,1
14.94,5411,0,12,0,0,1
47.97,5812,0,22,0,0,1
16.25,5411,0,11,1,0,0
12.73,5812,0,15,0,0,1
7.37,5411,0,7,1,0,0
52.99,5211,0,18,1,0,0
29.38,5411,0,9,0,0,1
376.42,7802,0,14,0,0,1
10.91,5411,0,9,0,0,1
1.67,5499,0,9,0,0,1
19.41,4121,0,21,0,1,0
117.62,5311,0,9,0,1,0
108.54,4814,0,11,0,0,1
62.0,5499,0,20,0,0,1
-69.0,5541,0,18,0,0,1
95.0,5541,0,17,0,0,1
31.32,5311,0,13,0,0,1
56.32,5311,0,7,1,0,0
1.41,5499,0,16,1,0,0
82.0,5541,0,18,0,0,1
50.29,5812,0,17,0,0,1
17.47,5310,0,8,0,0,1
9.94,5812,0,6,0,0,1
375.0,3387,0,12,0,0,1
25.3,5942,0,8,1,0,0
-83.0,5499,0,14,1,0,0
766.51,8111,0,15,0,0,1
21.55,4121,0,19,1,0,0
5.15,5411,0,8,0,0,1
35.46,5541,0,11,1,0,0
7.12,5921,0,13,1,0,0
17.42,4784,0,11,0,1,0
40.0,4829,0,11,0,0,1
19.76,5541,0,12,0,0,1
336.36,8049,0,14,0,0,1
28.81,4121,0,16,0,1,0
35.88,5812,0,5,0,0,1
74.51,5211,0,15,0,0,1
43.9,4814,0,7,0,1,0
14.82,5814,0,11,1,0,0
32.07,4121,0,18,0,1,0
183.85,4900,0,20,0,1,0
150.32,3509,0,19,0,0,1
30.85,5912,0,15,0,0,1
100.0,4829,0,12,0,0,1
17.9,7538,0,12,1,0,0
120.0,4829,0,14,0,0,1
110.98,6300,0,14,0,1,0
56.2,5541,0,13,0,0,1
34.02,5499,0,15,0,0,1
18.25,5655,0,16,0,0,1
11.19,5814,0,12,0,0,1
80.0,4829,0,11,0,0,1
29.32,5499,0,22,1,0,0
48.68,7538,0,20,0,0,1
56.41,7538,0,3,0,0,1
7.26,5411,0,16,0,0,1
3.09,5411,0,8,0,0,1
-72.0,5541,0,10,0,0,1
4.82,5912,0,14,0,0,1
3.19,5411,0,11,1,0,0
89.0,5499,0,9,0,0,1
3.36,5814,0,6,1,0,0
67.0,5499,0,10,0,0,1
3.81,5411,0,10,0,0,1
13.14,5812,0,11,0,0,1
60.0,4829,0,12,0,0,1
63.5,5311,0,15,1,0,0
51.19,5912,0,21,0,0,1
61.13,5411,0,11,0,0,1
153.14,7538,0,10,0,0,1
34.07,5812,0,18,0,0,1
0.49,5310,0,20,0,0,1
109.78,4111,0,9,0,0,1
24.85,7538,0,7,0,0,1
80.0,4829,0,11,0,0,1
59.0,5499,0,16,0,0,1
1.77,5411,0,6,0,0,1
0.69,5499,0,5,1,0,0
76.92,7538,0,6,0,0,1
154.13,8011,0,16,1,0,0
0.81,5499,0,23,1,0,0
7.75,5814,0,9,1,0,0
7.93,5541,0,7,1,0,0
20.87,5411,0,0,1,0,0
7.26,5921,0,14,0,0,1
143.89,4814,0,8,0,0,1
23.72,4121,0,9,0,1,0
-55.0,5499,0,13,0,0,1
79.66,5300,0,17,0,0,1
51.38,5912,0,12,1,0,0
27.23,5411,0,6,0,0,1
84.83,5499,0,9,0,0,1
69.11,5912,0,11,0,0,1
11.43,5411,0,15,0,0,1
-83.0,5499,0,7,0,0,1
13.04,5912,0,12,0,0,1
65.33,5912,0,2,0,0,1
57.63,4111,0,21,1,0,0
-468.0,4722,0,11,1,0,0
1.54,5499,0,13,0,0,1
65.54,5812,0,21,0,0,1
81.6,5311,0,10,1,0,0
39.66,5814,0,21,0,0,1
11.04,5541,0,17,0,0,1
11.69,5411,0,11,0,0,1
-98.0,5541,0,14,0,0,1
97.0,5499,0,6,0,0,1
-429.0,3387,0,20,0,0,1
1.08,5499,0,23,0,0,1
96.09,5310,0,8,0,0,1
113.05,5541,0,16,0,0,1
3.16,5300,0,22,0,0,1
14.82,5921,0,20,1,0,0
-96.0,5499,0,7,0,0,1
-81.0,5541,0,13,0,0,1
6.83,5541,0,3,1,0,0
119.98,4900,0,2,1,0,0
81.88,5211,0,14,0,0,1
15.65,5193,0,18,0,0,1
26.94,5499,0,22,0,0,1
165.64,4899,0,10,0,1,0
1.42,5814,0,8,0,0,1
-64.0,5499,0,12,0,0,1
60.69,5300,0,13,1,0,0
24.13,4121,0,11,0,0,1
4.92,5812,0,9,0,0,1
14.6,5310,0,12,0,0,1
9.65,5411,0,6,0,0,1
77.05,5651,0,15,0,0,1
60.0,4829,0,7,0,0,1
52.66,5192,0,20,0,1,0
13.44,5411,0,3,1,0,0
30.56,4784,0,13,0,1,0
4.16,5411,0,7,0,0,1
32.17,5719,0,5,0,0,1
25.57,5411,0,12,0,0,1
62.0,5499,0,12,0,0,1
58.41,5311,0,15,0,1,0
25.52,7538,0,6,0,0,1
35.23,5311,0,13,0,1,0
31.7,5300,0,14,0,0,1
27.4,5499,0,21,1,0,0
4.2,5814,0,12,0,0,1
163.74,8011,0,16,0,0,1
43.07,4784,0,20,0,1,0
28.71,5912,0,9,1,0,0
12.28,5411,0,12,0,0,1
-89.0,5499,0,13,0,0,1
88.21,5300,0,10,0,0,1
100.0,4829,0,15,0,0,1
57.13,5311,0,20,1,0,0
32.25,5912,0,11,1,0,0
41.5,5499,0,15,0,0,1
68.8,5812,0,17,0,0,1
10.97,5411,0,11,1,0,0
17.01,5411,0,7,0,0,1
94.49,7538,0,12,0,0,1
26.4,5310,0,13,0,0,1
40.0,4829,0,19,0,0,1
20.0,4829,0,12,0,0,1
3.86,5541,0,6,0,0,1
112.83,5912,0,15,0,0,1
17.74,5814,0,13,0,0,1
17.06,5411,0,6,0,0,1
3.14,5812,0,7,1,0,0
1.47,5812,0,10,1,0,0
80.0,4829,0,11,0,0,1
8.37,5541,0,9,0,0,1
14.02,5411,0,6,0,0,1
90.68,5411,0,8,1,0,0
116.8,5541,0,11,0,0,1
6.24,5499,0,9,1,0,0
120.0,4829,0,17,0,0,1
93.16,5211,0,11,0,0,1
30.07,5311,0,13,0,1,0
88.0,5541,0,21,1,0,0
26.69,4121,0,10,0,0,1
19.33,7832,0,21,1,0,0
28.15,5411,0,15,1,0,0
8.54,5411,0,13,0,0,1
87.61,7538,0,12,1,0,0
14.24,5541,0,16,0,0,1
-53.0,5499,0,14,0,0,1
52.45,5499,0,20,0,0,1
2.76,5499,0,9,0,0,1
71.45,5211,0,11,0,0,1
53.97,5970,0,16,0,0,1
13.14,5411,0,11,1,0,0
75.63,8043,0,15,1,0,0
30.15,4121,0,11,0,1,0
113.67,5912,0,20,0,0,1
-64.0,5499,0,22,0,0,1
41.31,5812,0,17,1,0,0
11.54,5912,0,18,0,0,1
4.64,5814,0,10,1,0,0
156.55,5311,0,21,0,0,1
19.57,5813,0,14,0,0,1
7.05,5814,0,13,0,0,1
29.4,4784,0,8,0,1,0
1.18,5411,0,7,0,0,1
38.25,5499,0,16,0,0,1
2.44,5541,0,6,0,0,1
18.47,5912,0,16,1,0,0
77.0,5499,0,10,0,0,1
3.88,5541,0,15,0,0,1
11.14,5411,0,18,1,0,0
148.92,7538,0,16,0,0,1
21.31,5311,0,13,0,0,1
6.31,5812,0,9,0,0,1
13.49,5912,0,9,1,0,0
37.08,5499,0,6,0,0,1
52.35,5941,0,15,1,0,0
51.0,5499,0,18,0,0,1
15.51,5814,0,10,0,0,1
43.38,5970,0,15,0,0,1
28.53,4121,0,8,0,0,1
-81.0,5499,0,15,0,0,1
26.23,4121,0,16,1,0,0
80.0,4829,0,20,1,0,0
4.17,5411,0,9,1,0,0
53.72,5211,0,11,0,0,1
4.01,5411,0,9,0,0,1
3.11,5499,0,10,0,0,1
-90.0,5499,0,6,1,0,0
4.55,5499,0,16,1,0,0
30.36,4121,0,15,0,1,0
2.15,5912,0,12,0,0,1
57.0,5499,0,7,0,0,1
66.57,5651,0,13,1,0,0
5.42,5499,0,14,0,0,1
26.51,5411,0,10,0,0,1
0.13,5499,0,15,1,0,0
50.14,5300,0,8,1,0,0
15.32,5921,0,17,1,0,0
100.0,4829,0,14,1,0,0
69.0,5541,0,7,0,0,1
69.3,7538,0,15,1,0,0
54.35,5541,0,16,0,0,1
55.0,5541,0,5,0,0,1
8.31,5411,0,10,1,0,0
10.17,5411,0,12,0,0,1
50.86,5411,0,8,0,0,1
98.03,5300,0,20,0,0,1
23.89,4784,0,13,0,1,0
36.3,7832,0,18,0,0,1
23.47,5814,0,12,0,0,1
42.69,5311,0,18,1,0,0
59.0,5499,0,13,0,0,1
12.64,5921,0,14,1,0,0
170.21,4900,0,12,0,1,0
220.0,3684,0,15,0,0,1
16.62,5311,0,12,0,1,0
88.73,4900,0,17,0,0,1
64.63,4784,0,7,0,1,0
12.37,5411,0,11,1,0,0
15.04,4121,0,13,0,0,1
46.89,4784,0,16,0,1,0
13.24,5812,0,20,0,0,1
100.0,5541,0,19,1,0,0
54.21,7538,0,10,1,0,0
6.87,5411,0,13,0,0,1
58.88,5311,0,13,0,0,1
-96.0,5499,0,19,0,0,1
46.74,7538,0,4,1,0,0
1.79,5411,0,15,1,0,0
58.28,5814,0,17,0,0,1
115.05,4814,0,12,1,0,0
102.96,5719,0,11,1,0,0
26.98,5311,0,20,0,0,1
11.08,5411,0,8,0,0,1
-65.0,5541,0,12,0,0,1
160.0,4829,0,16,0,0,1
-65.0,5499,0,16,0,0,1
45.58,5411,0,15,0,0,1
51.51,7832,0,17,1,0,0
159.86,5411,0,11,0,0,1
5.29,5812,0,8,1,0,0
1.72,5912,0,8,0,0,1
67.47,7538,0,4,0,0,1
20.63,7832,0,21,0,0,1
11.94,5942,0,20,0,0,1
140.0,4829,0,10,0,0,1
42.79,5499,0,9,0,0,1
3.22,5411,0,11,1,0,0
4.67,5812,0,6,1,0,0
1.71,5411,0,2,1,0,0
341.55,7011,0,13,0,0,1
160.0,4829,0,6,0,0,1
92.18,5912,0,13,0,0,1
75.0,5499,0,21,0,0,1
13.59,5912,0,20,0,0,1
10.14,4784,0,6,0,1,0
12.88,5812,0,5,1,0,0
11.91,5814,0,22,1,0,0
-72.0,5541,0,19,0,0,1
69.0,5541,0,11,0,0,1
16.56,5814,0,11,0,0,1
1.03,5411,0,9,1,0,0
73.1,5300,0,12,0,0,1
96.24,5211,0,16,0,0,1
51.49,5311,0,15,0,0,1
13.73,5814,0,11,0,0,1
8.67,5912,0,16,0,0,1
12.67,5411,0,14,1,0,0
10.47,5812,0,13,1,0,0
73.0,5541,0,6,0,0,1
28.97,4121,0,2,0,1,0
103.4,5300,0,15,0,0,1
37.22,5411,0,13,0,0,1
5.97,5912,0,9,0,0,1
98.03,4900,0,17,0,0,1
10.55,5921,0,3,0,0,1
68.0,5499,0,23,0,0,1
4.41,5411,0,10,1,0,0
15.81,5300,0,12,0,0,1
11.9,9402,0,14,1,0,0
271.24,5311,0,10,1,0,0
0.72,5499,0,8,1,0,0
33.04,5912,0,12,0,0,1
-75.0,5499,0,19,0,0,1
3.03,5411,0,6,0,0,1
31.37,4784,0,0,0,1,0
2.38,5541,0,7,0,0,1
15.06,9402,0,8,1,0,0
11.16,5813,0,19,0,0,1
2.51,5411,0,7,0,0,1
14.11,5411,0,13,1,0,0
18.95,9402,0,13,0,0,1
19.67,5813,0,8,1,0,0
7.58,5812,0,14,0,0,1
152.39,4900,0,7,1,0,0
42.85,7538,0,6,1,0,0
2.19,5812,0,8,0,0,1
80.0,4829,0,9,0,0,1
70.81,5814,0,19,0,0,1
59.0,5499,0,15,0,0,1
64.36,5719,0,10,1,0,0
34.52,5541,0,9,1,0,0
78.0,5541,0,11,1,0,0
13.44,5310,0,4,0,0,1
8.05,5411,0,11,1,0,0
56.59,5311,0,11,0,0,1
12.91,5921,0,17,0,0,1
39.02,4784,0,14,0,1,0
152.62,4814,0,14,0,0,1
42.47,5812,0,17,1,0,0
98.17,4111,0,8,0,0,1
222.03,4900,0,22,0,0,1
58.87,5499,0,9,0,0,1
15.73,5912,0,20,0,0,1
16.45,7538,0,5,0,0,1
1.37,5499,0,7,1,0,0
9.88,5541,0,16,0,0,1
42.0,5300,0,11,0,0,1
3.38,5812,0,8,0,0,1
8.25,5812,0,13,0,0,1
34.87,5300,0,13,1,0,0
66.0,5499,0,6,1,0,0
539.66,4722,0,14,0,1,0
9.05,5621,0,13,0,0,1
3.3,5411,0,9,0,0,1
33.66,5411,0,16,0,0,1
38.44,5211,0,14,0,0,1
83.86,4111,0,20,0,0,1
31.1,5300,0,17,0,0,1
1.11,5499,0,15,0,0,1
16.04,5812,0,11,1,0,0
17.69,5815,0,1,0,1,0
100.0,4829,0,18,1,0,0
63.47,4814,0,10,1,0,0
72.4,4784,0,22,0,1,0
3.61,5411,0,5,0,0,1
16.09,5815,0,14,0,1,0
36.4,5541,0,8,0,0,1
100.0,4829,0,11,0,0,1
1.23,5411,0,9,0,0,1
20.0,4829,0,19,0,0,1
0.91,5921,0,5,0,0,1
13.7,5815,0,9,0,1,0
10.81,5812,0,12,0,0,1
23.13,5211,0,8,0,0,1
82.06,5812,0,18,0,0,1
41.37,4121,0,17,0,0,1
9.54,5411,0,11,0,0,1
24.89,4121,0,6,0,1,0
91.97,5719,0,11,1,0,0
8.19,5942,0,19,0,0,1
40.75,5300,0,19,1,0,0
11.16,4214,0,12,0,0,1
42.89,5311,0,3,0,0,1
4.31,5812,0,7,0,0,1
56.0,5499,0,18,0,0,1
38.48,5411,0,19,1,0,0
-92.0,5541,0,13,0,0,1
5.12,5411,0,9,0,0,1
3.2,5411,0,9,1,0,0
5.83,5541,0,5,0,0,1
1.06,4214,0,11,0,0,1
